,birdies,bogeys,double_bogeys,eagles,first_name,last_name,pars,position,round,round_score,start_date,strokes,tournament
2558,4,2,1,0,Jason,Bohn,11,96.0,1,0,2017-02-23,70,The Honda Classic
2559,2,3,1,0,Jason,Bohn,12,96.0,2,3,2017-02-23,73,The Honda Classic
2560,4,3,0,0,Daniel,Berger,10,96.0,1,2,2017-02-23,72,The Honda Classic
2561,4,5,0,0,Daniel,Berger,9,96.0,2,1,2017-02-23,71,The Honda Classic
2562,2,4,0,0,Trey,Mullinax,12,96.0,1,2,2017-02-23,72,The Honda Classic
2563,3,4,0,0,Trey,Mullinax,11,96.0,2,1,2017-02-23,71,The Honda Classic
2564,4,3,0,0,Dominic,Bozzelli,11,96.0,1,-1,2017-02-23,69,The Honda Classic
2565,2,2,2,0,Dominic,Bozzelli,12,96.0,2,4,2017-02-23,74,The Honda Classic
2566,1,5,0,0,Grayson,Murray,12,96.0,1,4,2017-02-23,74,The Honda Classic
2567,5,4,0,0,Grayson,Murray,9,96.0,2,-1,2017-02-23,69,The Honda Classic
2568,3,1,0,0,Chad,Campbell,13,96.0,1,2,2017-02-23,72,The Honda Classic
2569,2,3,0,0,Chad,Campbell,13,96.0,2,1,2017-02-23,71,The Honda Classic
2570,6,3,0,0,Jon,Curran,9,96.0,1,-3,2017-02-23,67,The Honda Classic
2571,2,3,1,0,Jon,Curran,11,96.0,2,6,2017-02-23,76,The Honda Classic
2572,3,2,0,0,John,Senden,13,96.0,1,-1,2017-02-23,69,The Honda Classic
2573,2,4,1,0,John,Senden,11,96.0,2,4,2017-02-23,74,The Honda Classic
2574,1,5,0,0,Xander,Schauffele,12,96.0,1,4,2017-02-23,74,The Honda Classic
2575,3,2,0,0,Xander,Schauffele,13,96.0,2,-1,2017-02-23,69,The Honda Classic
2576,3,5,0,0,J.J.,Henry,10,105.0,1,2,2017-02-23,72,The Honda Classic
2577,2,2,1,0,J.J.,Henry,13,105.0,2,2,2017-02-23,72,The Honda Classic
2578,1,4,0,0,Michael,Kim,13,105.0,1,3,2017-02-23,73,The Honda Classic
2579,3,4,0,0,Michael,Kim,11,105.0,2,1,2017-02-23,71,The Honda Classic
2580,3,4,0,0,Fabian,Gomez,11,105.0,1,1,2017-02-23,71,The Honda Classic
2581,3,4,1,0,Fabian,Gomez,10,105.0,2,3,2017-02-23,73,The Honda Classic
2582,2,3,0,0,Will,MacKenzie,13,105.0,1,1,2017-02-23,71,The Honda Classic
2583,1,2,1,0,Will,MacKenzie,14,105.0,2,3,2017-02-23,73,The Honda Classic
2584,3,4,0,0,Retief,Goosen,10,105.0,1,4,2017-02-23,74,The Honda Classic
2585,4,4,0,0,Retief,Goosen,10,105.0,2,0,2017-02-23,70,The Honda Classic
2586,4,4,1,0,Zac,Blair,9,105.0,1,2,2017-02-23,72,The Honda Classic
2587,1,3,0,0,Zac,Blair,14,105.0,2,2,2017-02-23,72,The Honda Classic
2588,2,5,0,0,Bryson,DeChambeau,11,105.0,1,3,2017-02-23,73,The Honda Classic
2589,3,4,0,0,Bryson,DeChambeau,11,105.0,2,1,2017-02-23,71,The Honda Classic
2590,2,3,1,0,John,Huh,12,105.0,1,3,2017-02-23,73,The Honda Classic
2591,4,3,1,0,John,Huh,10,105.0,2,1,2017-02-23,71,The Honda Classic
2592,0,4,0,1,Andrew,Loupe,13,105.0,1,2,2017-02-23,72,The Honda Classic
2593,3,5,0,0,Andrew,Loupe,10,105.0,2,2,2017-02-23,72,The Honda Classic
2594,5,2,1,0,Hudson,Swafford,10,105.0,1,-1,2017-02-23,69,The Honda Classic
2595,0,3,1,0,Hudson,Swafford,14,105.0,2,5,2017-02-23,75,The Honda Classic
2596,2,5,0,0,Richy,Werenski,11,105.0,1,3,2017-02-23,73,The Honda Classic
2597,2,3,0,0,Richy,Werenski,13,105.0,2,1,2017-02-23,71,The Honda Classic
2598,4,1,0,0,Joey,Garber,13,105.0,1,-3,2017-02-23,67,The Honda Classic
2599,1,6,1,0,Joey,Garber,10,105.0,2,7,2017-02-23,77,The Honda Classic
2600,2,4,0,0,Brett,Drewitt,12,117.0,1,2,2017-02-23,72,The Honda Classic
2601,1,2,1,0,Brett,Drewitt,14,117.0,2,3,2017-02-23,73,The Honda Classic
2602,3,6,0,0,Kyle,Reifers,9,117.0,1,3,2017-02-23,73,The Honda Classic
2603,3,5,0,0,Kyle,Reifers,10,117.0,2,2,2017-02-23,72,The Honda Classic
2604,4,6,0,0,Russell,Knox,8,117.0,1,2,2017-02-23,72,The Honda Classic
2605,3,4,1,0,Russell,Knox,10,117.0,2,3,2017-02-23,73,The Honda Classic
2606,3,3,1,0,Padraig,Harrington,11,117.0,1,2,2017-02-23,72,The Honda Classic
2607,2,5,0,0,Padraig,Harrington,11,117.0,2,3,2017-02-23,73,The Honda Classic
2608,2,3,1,0,Vaughn,Taylor,11,117.0,1,6,2017-02-23,76,The Honda Classic
2609,4,3,0,0,Vaughn,Taylor,11,117.0,2,-1,2017-02-23,69,The Honda Classic
2610,4,3,1,0,Derek,Fathauer,10,117.0,1,1,2017-02-23,71,The Honda Classic
2611,2,4,1,0,Derek,Fathauer,11,117.0,2,4,2017-02-23,74,The Honda Classic
2612,4,4,1,0,Andres,Gonzales,9,117.0,1,2,2017-02-23,72,The Honda Classic
2613,2,5,0,0,Andres,Gonzales,11,117.0,2,3,2017-02-23,73,The Honda Classic
2614,3,2,1,0,Spencer,Levin,11,124.0,1,4,2017-02-23,74,The Honda Classic
2615,2,2,1,0,Spencer,Levin,13,124.0,2,2,2017-02-23,72,The Honda Classic
2616,2,5,0,0,Keegan,Bradley,11,124.0,1,3,2017-02-23,73,The Honda Classic
2617,4,5,1,0,Keegan,Bradley,8,124.0,2,3,2017-02-23,73,The Honda Classic
2618,1,1,3,0,Jeff,Overton,13,124.0,1,6,2017-02-23,76,The Honda Classic
2619,4,2,1,0,Jeff,Overton,11,124.0,2,0,2017-02-23,70,The Honda Classic
2620,3,2,1,0,Robert,Garrigus,11,124.0,1,4,2017-02-23,74,The Honda Classic
2621,5,5,1,0,Robert,Garrigus,7,124.0,2,2,2017-02-23,72,The Honda Classic
2622,2,5,1,0,Steven,Bowditch,10,128.0,1,5,2017-02-23,75,The Honda Classic
2623,4,2,2,0,Steven,Bowditch,10,128.0,2,2,2017-02-23,72,The Honda Classic
2624,2,5,1,0,Stephen,Gangluff,10,128.0,1,5,2017-02-23,75,The Honda Classic
2625,1,1,1,0,Stephen,Gangluff,15,128.0,2,2,2017-02-23,72,The Honda Classic
2626,3,5,1,0,Martin,Flores,9,128.0,1,4,2017-02-23,74,The Honda Classic
2627,2,3,1,0,Martin,Flores,12,128.0,2,3,2017-02-23,73,The Honda Classic
2628,2,4,0,0,Patrick,Rodgers,11,131.0,1,5,2017-02-23,75,The Honda Classic
2629,2,5,0,0,Patrick,Rodgers,11,131.0,2,3,2017-02-23,73,The Honda Classic
2630,2,6,0,0,Ken,Duke,10,131.0,1,4,2017-02-23,74,The Honda Classic
2631,1,3,1,0,Ken,Duke,13,131.0,2,4,2017-02-23,74,The Honda Classic
2632,3,3,1,0,Michael,Thompson,11,133.0,1,2,2017-02-23,72,The Honda Classic
2633,2,7,1,0,Michael,Thompson,8,133.0,2,7,2017-02-23,77,The Honda Classic
2634,1,2,0,0,Brooks,Koepka,15,133.0,1,1,2017-02-23,71,The Honda Classic
2635,2,7,0,0,Brooks,Koepka,8,133.0,2,8,2017-02-23,78,The Honda Classic
2636,4,4,0,0,Alex,Cejka,10,133.0,1,0,2017-02-23,70,The Honda Classic
2637,1,4,3,0,Alex,Cejka,10,133.0,2,9,2017-02-23,79,The Honda Classic
2638,2,6,2,0,Fredrik,Jacobson,8,133.0,1,8,2017-02-23,78,The Honda Classic
2639,5,2,2,0,Fredrik,Jacobson,9,133.0,2,1,2017-02-23,71,The Honda Classic
2640,1,6,2,0,Camilo,Villegas,9,137.0,1,9,2017-02-23,79,The Honda Classic
2641,4,5,0,0,Camilo,Villegas,9,137.0,2,1,2017-02-23,71,The Honda Classic
2642,1,4,3,0,Mark,Hubbard,10,138.0,1,9,2017-02-23,79,The Honda Classic
2643,2,2,2,1,Mark,Hubbard,11,138.0,2,2,2017-02-23,72,The Honda Classic
2644,2,6,0,0,Alan,Morin,9,139.0,1,7,2017-02-23,77,The Honda Classic
2645,3,4,0,0,Alan,Morin,10,139.0,2,5,2017-02-23,75,The Honda Classic
2646,1,3,0,0,Cameron,Percy,7,140.0,1,2,2017-02-23,45,The Honda Classic
2647,1,3,2,0,Willy,Wilcox,12,141.0,1,6,2017-02-23,76,The Honda Classic
2648,0,0,0,0,Willy,Wilcox,0,141.0,2,0,2017-02-23,0,The Honda Classic
2649,0,5,1,0,Branden,Grace,12,142.0,1,7,2017-02-23,77,The Honda Classic
2650,0,0,0,0,Branden,Grace,0,142.0,2,0,2017-02-23,0,The Honda Classic
2651,0,3,2,0,Tim,Wilkinson,7,142.0,1,7,2017-02-23,54,The Honda Classic
2652,0,7,2,0,Matt,Every,8,144.0,1,14,2017-02-23,84,The Honda Classic
2653,0,0,0,0,Matt,Every,0,144.0,2,0,2017-02-23,0,The Honda Classic
2654,1,3,0,1,Jon,Rahm,13,1.0,1,0,2017-01-26,72,Farmers Insurance Open
2655,5,2,0,0,Jon,Rahm,11,1.0,2,-3,2017-01-26,69,Farmers Insurance Open
2656,4,1,0,0,Jon,Rahm,13,1.0,3,-3,2017-01-26,69,Farmers Insurance Open
2657,4,1,0,2,Jon,Rahm,11,1.0,4,-7,2017-01-26,65,Farmers Insurance Open
2658,4,2,0,0,Cheng-Tsung,Pan,12,2.0,1,-2,2017-01-26,70,Farmers Insurance Open
2659,5,2,0,0,Cheng-Tsung,Pan,11,2.0,2,-3,2017-01-26,69,Farmers Insurance Open
2660,5,2,0,0,Cheng-Tsung,Pan,11,2.0,3,-3,2017-01-26,69,Farmers Insurance Open
2661,3,1,0,0,Cheng-Tsung,Pan,14,2.0,4,-2,2017-01-26,70,Farmers Insurance Open
2662,6,1,0,0,Charles,Howell,11,2.0,1,-5,2017-01-26,67,Farmers Insurance Open
2663,2,4,0,0,Charles,Howell,12,2.0,2,2,2017-01-26,74,Farmers Insurance Open
2664,5,2,0,0,Charles,Howell,11,2.0,3,-3,2017-01-26,69,Farmers Insurance Open
2665,3,1,0,1,Charles,Howell,13,2.0,4,-4,2017-01-26,68,Farmers Insurance Open
2666,7,3,0,0,Patrick,Rodgers,8,4.0,1,-4,2017-01-26,68,Farmers Insurance Open
2667,4,4,0,0,Patrick,Rodgers,10,4.0,2,0,2017-01-26,72,Farmers Insurance Open
2668,5,0,0,0,Patrick,Rodgers,13,4.0,3,-5,2017-01-26,67,Farmers Insurance Open
2669,4,4,0,0,Patrick,Rodgers,10,4.0,4,0,2017-01-26,72,Farmers Insurance Open
2670,3,4,1,1,Tony,Finau,9,4.0,1,1,2017-01-26,73,Farmers Insurance Open
2671,4,0,0,0,Tony,Finau,14,4.0,2,-4,2017-01-26,68,Farmers Insurance Open
2672,6,1,0,0,Tony,Finau,11,4.0,3,-5,2017-01-26,67,Farmers Insurance Open
2673,4,3,0,0,Tony,Finau,11,4.0,4,-1,2017-01-26,71,Farmers Insurance Open
2674,6,3,0,2,Justin,Rose,7,4.0,1,-7,2017-01-26,65,Farmers Insurance Open
2675,3,2,0,0,Justin,Rose,13,4.0,2,-1,2017-01-26,71,Farmers Insurance Open
2676,2,3,0,0,Justin,Rose,13,4.0,3,1,2017-01-26,73,Farmers Insurance Open
2677,4,2,0,0,Justin,Rose,12,4.0,4,-2,2017-01-26,70,Farmers Insurance Open
2678,6,0,1,0,Pat,Perez,11,4.0,1,-4,2017-01-26,68,Farmers Insurance Open
2679,3,3,1,0,Pat,Perez,11,4.0,2,2,2017-01-26,74,Farmers Insurance Open
2680,6,1,0,0,Pat,Perez,11,4.0,3,-5,2017-01-26,67,Farmers Insurance Open
2681,3,1,0,0,Pat,Perez,14,4.0,4,-2,2017-01-26,70,Farmers Insurance Open
2682,5,2,0,0,Keegan,Bradley,11,4.0,1,-3,2017-01-26,69,Farmers Insurance Open
2683,5,0,1,0,Keegan,Bradley,12,4.0,2,-3,2017-01-26,69,Farmers Insurance Open
2684,2,4,0,0,Keegan,Bradley,12,4.0,3,2,2017-01-26,74,Farmers Insurance Open
2685,5,2,0,1,Keegan,Bradley,10,4.0,4,-5,2017-01-26,67,Farmers Insurance Open
2686,4,1,0,0,Ollie,Schniederjans,13,9.0,1,-3,2017-01-26,69,Farmers Insurance Open
2687,6,3,0,0,Ollie,Schniederjans,9,9.0,2,-3,2017-01-26,69,Farmers Insurance Open
2688,4,3,0,0,Ollie,Schniederjans,11,9.0,3,-1,2017-01-26,71,Farmers Insurance Open
2689,3,2,0,0,Ollie,Schniederjans,13,9.0,4,-1,2017-01-26,71,Farmers Insurance Open
2690,7,3,0,0,Brandt,Snedeker,8,9.0,1,-4,2017-01-26,68,Farmers Insurance Open
2691,6,3,0,0,Brandt,Snedeker,9,9.0,2,-3,2017-01-26,69,Farmers Insurance Open
2692,3,1,0,0,Brandt,Snedeker,14,9.0,3,-2,2017-01-26,70,Farmers Insurance Open
2693,3,4,0,0,Brandt,Snedeker,11,9.0,4,1,2017-01-26,73,Farmers Insurance Open
2694,7,3,0,0,Brian,Harman,8,9.0,1,-4,2017-01-26,68,Farmers Insurance Open
2695,4,1,1,0,Brian,Harman,12,9.0,2,-1,2017-01-26,71,Farmers Insurance Open
2696,4,5,0,0,Brian,Harman,9,9.0,3,1,2017-01-26,73,Farmers Insurance Open
2697,4,2,0,1,Brian,Harman,11,9.0,4,-4,2017-01-26,68,Farmers Insurance Open
2698,6,2,0,0,Robert,Streb,10,9.0,1,-4,2017-01-26,68,Farmers Insurance Open
2699,2,1,0,0,Robert,Streb,15,9.0,2,-1,2017-01-26,71,Farmers Insurance Open
2700,4,4,0,1,Robert,Streb,9,9.0,3,-2,2017-01-26,70,Farmers Insurance Open
2701,5,4,0,0,Robert,Streb,9,9.0,4,-1,2017-01-26,71,Farmers Insurance Open
2702,4,4,0,0,J.J.,Spaun,10,9.0,1,0,2017-01-26,72,Farmers Insurance Open
2703,3,0,0,0,J.J.,Spaun,15,9.0,2,-3,2017-01-26,69,Farmers Insurance Open
2704,4,1,0,0,J.J.,Spaun,13,9.0,3,-3,2017-01-26,69,Farmers Insurance Open
2705,5,1,1,0,J.J.,Spaun,11,9.0,4,-2,2017-01-26,70,Farmers Insurance Open
2706,4,3,0,0,Francesco,Molinari,11,14.0,1,-1,2017-01-26,71,Farmers Insurance Open
2707,5,3,0,0,Francesco,Molinari,10,14.0,2,-2,2017-01-26,70,Farmers Insurance Open
2708,5,2,0,0,Francesco,Molinari,11,14.0,3,-3,2017-01-26,69,Farmers Insurance Open
2709,3,2,0,0,Francesco,Molinari,13,14.0,4,-1,2017-01-26,71,Farmers Insurance Open
2710,3,1,0,0,Rory,Sabbatini,14,14.0,1,-2,2017-01-26,70,Farmers Insurance Open
2711,4,4,0,0,Rory,Sabbatini,10,14.0,2,0,2017-01-26,72,Farmers Insurance Open
2712,2,2,0,0,Rory,Sabbatini,14,14.0,3,0,2017-01-26,72,Farmers Insurance Open
2713,8,3,0,0,Rory,Sabbatini,7,14.0,4,-5,2017-01-26,67,Farmers Insurance Open
2714,5,4,0,0,Phil,Mickelson,9,14.0,1,-1,2017-01-26,71,Farmers Insurance Open
2715,5,5,0,0,Phil,Mickelson,8,14.0,2,0,2017-01-26,72,Farmers Insurance Open
2716,5,1,0,0,Phil,Mickelson,12,14.0,3,-4,2017-01-26,68,Farmers Insurance Open
2717,5,3,0,0,Phil,Mickelson,10,14.0,4,-2,2017-01-26,70,Farmers Insurance Open
2718,3,2,0,0,Harris,English,13,14.0,1,-1,2017-01-26,71,Farmers Insurance Open
2719,5,2,0,0,Harris,English,11,14.0,2,-3,2017-01-26,69,Farmers Insurance Open
2720,5,2,0,0,Harris,English,11,14.0,3,-3,2017-01-26,69,Farmers Insurance Open
2721,4,2,1,0,Harris,English,11,14.0,4,0,2017-01-26,72,Farmers Insurance Open
2722,4,2,0,0,Kyle,Stanley,12,14.0,1,-2,2017-01-26,70,Farmers Insurance Open
2723,2,3,0,0,Kyle,Stanley,13,14.0,2,1,2017-01-26,73,Farmers Insurance Open
2724,3,1,0,1,Kyle,Stanley,13,14.0,3,-4,2017-01-26,68,Farmers Insurance Open
2725,4,2,0,0,Kyle,Stanley,12,14.0,4,-2,2017-01-26,70,Farmers Insurance Open
2726,2,1,0,0,Michael,Thompson,15,14.0,1,-1,2017-01-26,71,Farmers Insurance Open
2727,3,2,0,0,Michael,Thompson,13,14.0,2,-1,2017-01-26,71,Farmers Insurance Open
2728,4,3,0,0,Michael,Thompson,11,14.0,3,-1,2017-01-26,71,Farmers Insurance Open
2729,5,1,0,0,Michael,Thompson,12,14.0,4,-4,2017-01-26,68,Farmers Insurance Open
2730,6,1,1,0,Marc,Leishman,10,20.0,1,-3,2017-01-26,69,Farmers Insurance Open
2731,3,3,0,0,Marc,Leishman,12,20.0,2,0,2017-01-26,72,Farmers Insurance Open
2732,6,2,0,0,Marc,Leishman,10,20.0,3,-4,2017-01-26,68,Farmers Insurance Open
2733,3,2,1,0,Marc,Leishman,12,20.0,4,1,2017-01-26,73,Farmers Insurance Open
2734,5,1,0,0,Stewart,Cink,12,20.0,1,-4,2017-01-26,68,Farmers Insurance Open
2735,4,4,0,0,Stewart,Cink,10,20.0,2,0,2017-01-26,72,Farmers Insurance Open
2736,6,3,0,0,Stewart,Cink,9,20.0,3,-3,2017-01-26,69,Farmers Insurance Open
2737,2,3,0,0,Stewart,Cink,13,20.0,4,1,2017-01-26,73,Farmers Insurance Open
2738,5,0,0,0,Gary,Woodland,13,20.0,1,-5,2017-01-26,67,Farmers Insurance Open
2739,1,4,0,0,Gary,Woodland,13,20.0,2,3,2017-01-26,75,Farmers Insurance Open
2740,2,1,0,1,Gary,Woodland,14,20.0,3,-3,2017-01-26,69,Farmers Insurance Open
2741,5,2,1,0,Gary,Woodland,10,20.0,4,-1,2017-01-26,71,Farmers Insurance Open
2742,3,3,0,0,Tyrone,Van Aswegen,12,20.0,1,0,2017-01-26,72,Farmers Insurance Open
2743,7,3,0,0,Tyrone,Van Aswegen,8,20.0,2,-4,2017-01-26,68,Farmers Insurance Open
2744,4,4,0,0,Tyrone,Van Aswegen,10,20.0,3,0,2017-01-26,72,Farmers Insurance Open
2745,5,3,0,0,Tyrone,Van Aswegen,10,20.0,4,-2,2017-01-26,70,Farmers Insurance Open
2746,3,5,0,0,Ryo,Ishikawa,10,20.0,1,2,2017-01-26,74,Farmers Insurance Open
2747,8,4,0,0,Ryo,Ishikawa,6,20.0,2,-4,2017-01-26,68,Farmers Insurance Open
2748,3,1,1,0,Ryo,Ishikawa,13,20.0,3,0,2017-01-26,72,Farmers Insurance Open
2749,5,3,0,1,Ryo,Ishikawa,9,20.0,4,-4,2017-01-26,68,Farmers Insurance Open
2750,4,5,0,0,Richy,Werenski,9,20.0,1,1,2017-01-26,73,Farmers Insurance Open
2751,3,1,0,0,Richy,Werenski,14,20.0,2,-2,2017-01-26,70,Farmers Insurance Open
2752,2,3,0,0,Richy,Werenski,13,20.0,3,1,2017-01-26,73,Farmers Insurance Open
2753,5,1,0,1,Richy,Werenski,11,20.0,4,-6,2017-01-26,66,Farmers Insurance Open
2754,6,3,0,0,Brendan,Steele,9,20.0,1,-3,2017-01-26,69,Farmers Insurance Open
2755,4,6,0,0,Brendan,Steele,8,20.0,2,2,2017-01-26,74,Farmers Insurance Open
2756,4,2,0,0,Brendan,Steele,12,20.0,3,-2,2017-01-26,70,Farmers Insurance Open
2757,4,1,0,0,Brendan,Steele,13,20.0,4,-3,2017-01-26,69,Farmers Insurance Open
2758,9,3,1,0,Jonas,Blixt,5,20.0,1,-4,2017-01-26,68,Farmers Insurance Open
2759,3,3,0,0,Jonas,Blixt,12,20.0,2,0,2017-01-26,72,Farmers Insurance Open
2760,5,2,0,0,Jonas,Blixt,11,20.0,3,-3,2017-01-26,69,Farmers Insurance Open
2761,3,4,0,0,Jonas,Blixt,11,20.0,4,1,2017-01-26,73,Farmers Insurance Open
2762,4,2,0,0,Roberto,Castro,12,28.0,1,-2,2017-01-26,70,Farmers Insurance Open
2763,4,2,0,0,Roberto,Castro,12,28.0,2,-2,2017-01-26,70,Farmers Insurance Open
2764,3,4,0,0,Roberto,Castro,11,28.0,3,1,2017-01-26,73,Farmers Insurance Open
2765,4,2,0,0,Roberto,Castro,12,28.0,4,-2,2017-01-26,70,Farmers Insurance Open
2766,3,2,0,0,Martin,Flores,13,28.0,1,-1,2017-01-26,71,Farmers Insurance Open
2767,3,3,0,0,Martin,Flores,12,28.0,2,0,2017-01-26,72,Farmers Insurance Open
2768,3,3,0,0,Martin,Flores,12,28.0,3,0,2017-01-26,72,Farmers Insurance Open
2769,6,2,0,0,Martin,Flores,10,28.0,4,-4,2017-01-26,68,Farmers Insurance Open
2770,4,5,0,0,Jhonattan,Vegas,9,28.0,1,1,2017-01-26,73,Farmers Insurance Open
2771,2,0,0,0,Jhonattan,Vegas,16,28.0,2,-2,2017-01-26,70,Farmers Insurance Open
2772,5,3,0,1,Jhonattan,Vegas,9,28.0,3,-4,2017-01-26,68,Farmers Insurance Open
2773,2,2,0,0,Jhonattan,Vegas,14,28.0,4,0,2017-01-26,72,Farmers Insurance Open
2774,3,3,0,0,Kelly,Kraft,12,28.0,1,0,2017-01-26,72,Farmers Insurance Open
2775,3,1,0,0,Kelly,Kraft,14,28.0,2,-2,2017-01-26,70,Farmers Insurance Open
2776,5,5,0,0,Kelly,Kraft,8,28.0,3,0,2017-01-26,72,Farmers Insurance Open
2777,7,4,0,0,Kelly,Kraft,7,28.0,4,-3,2017-01-26,69,Farmers Insurance Open
2778,6,3,0,0,Paul,Casey,9,28.0,1,-3,2017-01-26,69,Farmers Insurance Open
2779,1,2,0,0,Paul,Casey,15,28.0,2,1,2017-01-26,73,Farmers Insurance Open
2780,2,0,0,1,Paul,Casey,15,28.0,3,-4,2017-01-26,68,Farmers Insurance Open
2781,2,3,0,0,Paul,Casey,13,28.0,4,1,2017-01-26,73,Farmers Insurance Open
2782,4,5,0,0,Cameron,Smith,9,33.0,1,1,2017-01-26,73,Farmers Insurance Open
2783,4,3,0,0,Cameron,Smith,11,33.0,2,-1,2017-01-26,71,Farmers Insurance Open
2784,2,0,0,0,Cameron,Smith,16,33.0,3,-2,2017-01-26,70,Farmers Insurance Open
2785,2,0,1,1,Cameron,Smith,14,33.0,4,-2,2017-01-26,70,Farmers Insurance Open
2786,2,2,0,0,Emiliano,Grillo,14,33.0,1,0,2017-01-26,72,Farmers Insurance Open
2787,5,4,0,1,Emiliano,Grillo,8,33.0,2,-3,2017-01-26,69,Farmers Insurance Open
2788,2,2,0,0,Emiliano,Grillo,14,33.0,3,0,2017-01-26,72,Farmers Insurance Open
2789,3,2,0,0,Emiliano,Grillo,13,33.0,4,-1,2017-01-26,71,Farmers Insurance Open
2790,7,4,1,0,Shane,Lowry,6,33.0,1,-1,2017-01-26,71,Farmers Insurance Open
2791,2,0,0,0,Shane,Lowry,15,33.0,2,1,2017-01-26,73,Farmers Insurance Open
2792,4,4,0,0,Shane,Lowry,10,33.0,3,0,2017-01-26,72,Farmers Insurance Open
2793,5,1,0,0,Shane,Lowry,12,33.0,4,-4,2017-01-26,68,Farmers Insurance Open
2794,3,2,1,0,J.B.,Holmes,12,33.0,1,1,2017-01-26,73,Farmers Insurance Open
2795,6,5,0,0,J.B.,Holmes,7,33.0,2,-1,2017-01-26,71,Farmers Insurance Open
2796,4,2,1,0,J.B.,Holmes,11,33.0,3,0,2017-01-26,72,Farmers Insurance Open
2797,4,0,0,0,J.B.,Holmes,14,33.0,4,-4,2017-01-26,68,Farmers Insurance Open
2798,2,3,0,1,Hideki,Matsuyama,12,33.0,1,-1,2017-01-26,71,Farmers Insurance Open
2799,2,2,0,1,Hideki,Matsuyama,13,33.0,2,-2,2017-01-26,70,Farmers Insurance Open
2800,4,3,0,0,Hideki,Matsuyama,11,33.0,3,-1,2017-01-26,71,Farmers Insurance Open
2801,3,3,0,0,Hideki,Matsuyama,12,33.0,4,0,2017-01-26,72,Farmers Insurance Open
2802,4,3,0,0,Lucas,Glover,11,33.0,1,-1,2017-01-26,71,Farmers Insurance Open
2803,2,0,0,0,Lucas,Glover,16,33.0,2,-2,2017-01-26,70,Farmers Insurance Open
2804,3,2,0,0,Lucas,Glover,13,33.0,3,-1,2017-01-26,71,Farmers Insurance Open
2805,1,3,0,1,Lucas,Glover,13,33.0,4,0,2017-01-26,72,Farmers Insurance Open
2806,2,1,0,0,Ryan,Armour,15,39.0,1,-1,2017-01-26,71,Farmers Insurance Open
2807,5,4,0,0,Ryan,Armour,9,39.0,2,-1,2017-01-26,71,Farmers Insurance Open
2808,5,1,1,0,Ryan,Armour,11,39.0,3,-2,2017-01-26,70,Farmers Insurance Open
2809,4,5,0,0,Ryan,Armour,9,39.0,4,1,2017-01-26,73,Farmers Insurance Open
2810,3,7,0,0,Kyle,Reifers,8,39.0,1,4,2017-01-26,76,Farmers Insurance Open
2811,5,2,0,1,Kyle,Reifers,10,39.0,2,-5,2017-01-26,67,Farmers Insurance Open
2812,5,2,0,0,Kyle,Reifers,11,39.0,3,-3,2017-01-26,69,Farmers Insurance Open
2813,3,4,0,0,Kyle,Reifers,11,39.0,4,1,2017-01-26,73,Farmers Insurance Open
2814,3,4,0,0,Brian,Campbell,11,41.0,1,1,2017-01-26,73,Farmers Insurance Open
2815,5,4,0,0,Brian,Campbell,9,41.0,2,-1,2017-01-26,71,Farmers Insurance Open
2816,4,3,0,0,Brian,Campbell,11,41.0,3,-1,2017-01-26,71,Farmers Insurance Open
2817,6,3,1,0,Brian,Campbell,8,41.0,4,-1,2017-01-26,71,Farmers Insurance Open
2818,2,1,0,0,Louis,Oosthuizen,15,41.0,1,-1,2017-01-26,71,Farmers Insurance Open
2819,5,3,1,0,Louis,Oosthuizen,9,41.0,2,0,2017-01-26,72,Farmers Insurance Open
2820,4,2,0,0,Louis,Oosthuizen,12,41.0,3,-2,2017-01-26,70,Farmers Insurance Open
2821,2,3,0,0,Louis,Oosthuizen,13,41.0,4,1,2017-01-26,73,Farmers Insurance Open
2822,2,1,0,0,Scott,Brown,15,41.0,1,-1,2017-01-26,71,Farmers Insurance Open
2823,3,3,0,0,Scott,Brown,12,41.0,2,0,2017-01-26,72,Farmers Insurance Open
2824,2,1,1,0,Scott,Brown,14,41.0,3,1,2017-01-26,73,Farmers Insurance Open
2825,5,3,0,0,Scott,Brown,10,41.0,4,-2,2017-01-26,70,Farmers Insurance Open
2826,3,1,0,0,Tim,Wilkinson,14,41.0,1,-2,2017-01-26,70,Farmers Insurance Open
2827,3,3,0,0,Tim,Wilkinson,12,41.0,2,0,2017-01-26,72,Farmers Insurance Open
2828,3,5,0,0,Tim,Wilkinson,10,41.0,3,2,2017-01-26,74,Farmers Insurance Open
2829,4,2,0,0,Tim,Wilkinson,12,41.0,4,-2,2017-01-26,70,Farmers Insurance Open
2830,5,1,0,0,Ryan,Brehm,12,41.0,1,-4,2017-01-26,68,Farmers Insurance Open
2831,3,3,0,0,Ryan,Brehm,12,41.0,2,0,2017-01-26,72,Farmers Insurance Open
2832,2,5,0,1,Ryan,Brehm,10,41.0,3,1,2017-01-26,73,Farmers Insurance Open
2833,2,3,0,0,Ryan,Brehm,13,41.0,4,1,2017-01-26,73,Farmers Insurance Open
2834,5,3,0,0,Zac,Blair,10,41.0,1,-2,2017-01-26,70,Farmers Insurance Open
2835,4,1,0,0,Zac,Blair,13,41.0,2,-3,2017-01-26,69,Farmers Insurance Open
