,birdies,bogeys,double_bogeys,eagles,first_name,last_name,pars,position,round,round_score,start_date,strokes,tournament
8291,5,1,0,0,Billy,Horschel,12,13.0,1,-4,2015-05-07,68,THE PLAYERS Championship
8292,2,2,1,1,Billy,Horschel,12,13.0,2,0,2015-05-07,72,THE PLAYERS Championship
8293,5,2,0,0,Billy,Horschel,11,13.0,3,-3,2015-05-07,69,THE PLAYERS Championship
8294,4,4,0,0,Billy,Horschel,10,13.0,4,0,2015-05-07,72,THE PLAYERS Championship
8295,4,3,0,0,Zach,Johnson,11,13.0,1,-1,2015-05-07,71,THE PLAYERS Championship
8296,4,0,0,0,Zach,Johnson,14,13.0,2,-4,2015-05-07,68,THE PLAYERS Championship
8297,3,2,0,0,Zach,Johnson,13,13.0,3,-1,2015-05-07,71,THE PLAYERS Championship
8298,5,2,1,0,Zach,Johnson,10,13.0,4,-1,2015-05-07,71,THE PLAYERS Championship
8299,2,2,0,0,Russell,Knox,14,17.0,1,0,2015-05-07,72,THE PLAYERS Championship
8300,4,2,0,0,Russell,Knox,12,17.0,2,-2,2015-05-07,70,THE PLAYERS Championship
8301,3,3,0,0,Russell,Knox,12,17.0,3,0,2015-05-07,72,THE PLAYERS Championship
8302,5,1,0,0,Russell,Knox,12,17.0,4,-4,2015-05-07,68,THE PLAYERS Championship
8303,2,1,1,0,George,McNeill,14,17.0,1,1,2015-05-07,73,THE PLAYERS Championship
8304,2,0,0,0,George,McNeill,16,17.0,2,-2,2015-05-07,70,THE PLAYERS Championship
8305,6,3,0,0,George,McNeill,9,17.0,3,-3,2015-05-07,69,THE PLAYERS Championship
8306,5,3,0,0,George,McNeill,10,17.0,4,-2,2015-05-07,70,THE PLAYERS Championship
8307,4,4,0,2,Derek,Fathauer,8,17.0,1,-4,2015-05-07,68,THE PLAYERS Championship
8308,3,3,0,0,Derek,Fathauer,12,17.0,2,0,2015-05-07,72,THE PLAYERS Championship
8309,4,3,0,1,Derek,Fathauer,10,17.0,3,-3,2015-05-07,69,THE PLAYERS Championship
8310,4,3,1,0,Derek,Fathauer,10,17.0,4,1,2015-05-07,73,THE PLAYERS Championship
8311,4,3,0,0,Jerry,Kelly,11,17.0,1,-1,2015-05-07,71,THE PLAYERS Championship
8312,8,1,0,0,Jerry,Kelly,9,17.0,2,-7,2015-05-07,65,THE PLAYERS Championship
8313,3,3,0,0,Jerry,Kelly,12,17.0,3,0,2015-05-07,72,THE PLAYERS Championship
8314,1,3,0,0,Jerry,Kelly,14,17.0,4,2,2015-05-07,74,THE PLAYERS Championship
8315,5,4,0,0,Pat,Perez,9,17.0,1,-1,2015-05-07,71,THE PLAYERS Championship
8316,6,4,0,0,Pat,Perez,8,17.0,2,-2,2015-05-07,70,THE PLAYERS Championship
8317,5,1,0,0,Pat,Perez,12,17.0,3,-4,2015-05-07,68,THE PLAYERS Championship
8318,3,4,0,0,Pat,Perez,11,17.0,4,1,2015-05-07,73,THE PLAYERS Championship
8319,3,3,0,0,Henrik,Stenson,12,17.0,1,0,2015-05-07,72,THE PLAYERS Championship
8320,8,3,1,0,Henrik,Stenson,6,17.0,2,-3,2015-05-07,69,THE PLAYERS Championship
8321,2,3,0,0,Henrik,Stenson,13,17.0,3,1,2015-05-07,73,THE PLAYERS Championship
8322,6,2,0,0,Henrik,Stenson,10,17.0,4,-4,2015-05-07,68,THE PLAYERS Championship
8323,6,1,0,0,Hideki,Matsuyama,11,17.0,1,-5,2015-05-07,67,THE PLAYERS Championship
8324,0,2,0,0,Hideki,Matsuyama,16,17.0,2,2,2015-05-07,74,THE PLAYERS Championship
